wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;8180;723;1225;0;t00
dolnoœl¹skie;boles³awiecki;14355;267;4733;0;t0201
dolnoœl¹skie;dzier¿oniowski;12568;101;3963;0;t0202
dolnoœl¹skie;g³ogowski;11708;146;3251;1;t0203
dolnoœl¹skie;górowski;4211;60;1337;0;t0204
dolnoœl¹skie;jaworski;7688;48;2395;1;t0205
dolnoœl¹skie;jeleniogórski;10982;114;3451;4;t0206
dolnoœl¹skie;kamiennogórski;5141;12;1794;1;t0207
dolnoœl¹skie;k³odzki;32225;531;10729;33;t0208
dolnoœl¹skie;legnicki;5351;202;1531;0;t0209
dolnoœl¹skie;lubañski;5854;88;1764;0;t0210
dolnoœl¹skie;lubiñski;25067;684;8086;81;t0211
dolnoœl¹skie;lwówecki;6989;100;2067;0;t0212
dolnoœl¹skie;milicki;6628;122;2245;49;t0213
dolnoœl¹skie;oleœnicki;11001;219;3262;1;t0214
dolnoœl¹skie;o³awski;13379;337;3933;1;t0215
dolnoœl¹skie;polkowicki;3403;78;1050;1;t0216
dolnoœl¹skie;strzeliñski;7285;179;2335;0;t0217
dolnoœl¹skie;œredzki;5092;66;1588;0;t0218
dolnoœl¹skie;œwidnicki;19944;464;6401;1;t0219
dolnoœl¹skie;trzebnicki;14031;37;4510;5;t0220
dolnoœl¹skie;wa³brzyski;7964;263;2712;4;t0221
dolnoœl¹skie;wo³owski;7828;149;2440;0;t0222
dolnoœl¹skie;wroc³awski;15305;159;4808;63;t0223
dolnoœl¹skie;z¹bkowicki;12167;107;3833;0;t0224
dolnoœl¹skie;zgorzelecki;13329;184;4710;12;t0225
dolnoœl¹skie;z³otoryjski;6339;161;1623;0;t0226
dolnoœl¹skie;Jelenia Góra;17880;547;5240;39;t0261
dolnoœl¹skie;Legnica;15029;290;4706;31;t0262
dolnoœl¹skie;Wroc³aw;193904;3352;61618;351;t0264
dolnoœl¹skie;Wa³brzych;60933;1619;16467;315;t0265
kujawsko-pomorskie;aleksandrowski;35134;453;10388;0;t0401
kujawsko-pomorskie;brodnicki;11682;317;3416;1;t0402
kujawsko-pomorskie;bydgoski;10211;239;3013;2;t0403
kujawsko-pomorskie;che³miñski;6790;171;1942;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;5482;77;1552;0;t0405
kujawsko-pomorskie;grudzi¹dzki;3138;151;917;0;t0406
kujawsko-pomorskie;inowroc³awski;22606;382;6684;1;t0407
kujawsko-pomorskie;lipnowski;8892;144;2697;0;t0408
kujawsko-pomorskie;mogileñski;4594;0;1356;0;t0409
kujawsko-pomorskie;nakielski;6664;230;1817;0;t0410
kujawsko-pomorskie;radziejowski;6586;72;1833;0;t0411
kujawsko-pomorskie;rypiñski;5851;62;1700;0;t0412
kujawsko-pomorskie;sêpoleñski;8524;161;2842;11;t0413
kujawsko-pomorskie;œwiecki;12666;196;3966;0;t0414
kujawsko-pomorskie;toruñski;8836;76;2818;0;t0415
kujawsko-pomorskie;tucholski;5816;30;1733;0;t0416
kujawsko-pomorskie;w¹brzeski;5144;70;1671;0;t0417
kujawsko-pomorskie;w³oc³awski;9225;274;3016;0;t0418
kujawsko-pomorskie;¿niñski;8199;128;2464;0;t0419
kujawsko-pomorskie;Bydgoszcz;82074;1933;25078;9;t0461
kujawsko-pomorskie;Grudzi¹dz;19977;725;4411;0;t0462
kujawsko-pomorskie;Toruñ;33717;804;10319;1;t0463
kujawsko-pomorskie;W³oc³awek;14626;295;4375;0;t0464
lubelskie;bialski;13577;168;4504;0;t0601
lubelskie;bi³gorajski;12042;122;3695;0;t0602
lubelskie;che³mski;7276;125;2161;0;t0603
lubelskie;hrubieszowski;9937;161;3203;1;t0604
lubelskie;janowski;7822;30;2593;0;t0605
lubelskie;krasnostawski;8795;25;3039;0;t0606
lubelskie;kraœnicki;12677;285;3998;2;t0607
lubelskie;lubartowski;12247;226;3923;0;t0608
lubelskie;lubelski;17491;385;5703;1;t0609
lubelskie;³êczyñski;9392;133;2851;0;t0610
lubelskie;³ukowski;12611;236;4106;0;t0611
lubelskie;opolski;9243;18;2908;0;t0612
lubelskie;parczewski;6920;33;2343;23;t0613
lubelskie;pu³awski;21845;539;7026;10;t0614
lubelskie;radzyñski;8344;185;2886;0;t0615
lubelskie;rycki;11883;333;3566;22;t0616
lubelskie;œwidnicki;9189;166;3068;1;t0617
lubelskie;tomaszowski;11537;85;3729;0;t0618
lubelskie;w³odawski;8102;70;2537;0;t0619
lubelskie;zamojski;11505;53;3748;7;t0620
lubelskie;Bia³a Podlaska;16019;243;4280;1;t0661
lubelskie;Che³m;12467;413;3340;1;t0662
lubelskie;Lublin;116328;1980;37844;148;t0663
lubelskie;Zamoœæ;19576;402;4908;0;t0664
lubuskie;gorzowski;7101;59;2282;0;t0801
lubuskie;kroœnieñski;9973;195;2681;0;t0802
lubuskie;miêdzyrzecki;13904;272;3956;96;t0803
lubuskie;nowosolski;15310;245;4352;37;t0804
lubuskie;s³ubicki;6859;196;1879;0;t0805
lubuskie;strzelecko-drezdenecki;8001;174;2375;0;t0806
lubuskie;sulêciñski;4954;47;1533;0;t0807
lubuskie;œwiebodziñski;8767;49;3052;10;t0808
lubuskie;zielonogórski;14451;377;3628;1;t0809
lubuskie;¿agañski;8764;184;2638;0;t0810
lubuskie;¿arski;19628;589;5112;3;t0811
lubuskie;wschowski;3711;67;1182;0;t0812
lubuskie;Gorzów Wielkopolski;24209;640;7189;74;t0861
lubuskie;Zielona Góra;29672;368;8691;7;t0862
³ódzkie;be³chatowski;13657;57;4411;0;t1001
³ódzkie;kutnowski;14147;357;4531;1;t1002
³ódzkie;³aski;5653;10;1735;10;t1003
³ódzkie;³êczycki;9972;361;3249;0;t1004
³ódzkie;³owicki;19458;245;6746;31;t1005
³ódzkie;³ódzki wschodni;5842;89;1787;0;t1006
³ódzkie;opoczyñski;9890;171;3130;30;t1007
³ódzkie;pabianicki;17641;324;5197;1;t1008
³ódzkie;pajêczañski;5165;28;1435;0;t1009
³ódzkie;piotrkowski;7561;139;2427;0;t1010
³ódzkie;poddêbicki;5269;50;1532;0;t1011
³ódzkie;radomszczañski;17131;206;5215;3;t1012
³ódzkie;rawski;5693;72;1820;1;t1013
³ódzkie;sieradzki;14887;387;4355;2;t1014
³ódzkie;skierniewicki;4179;0;1326;0;t1015
³ódzkie;tomaszowski;17470;255;5173;17;t1016
³ódzkie;wieluñski;12554;130;3473;0;t1017
³ódzkie;wieruszowski;5827;118;1834;0;t1018
³ódzkie;zduñskowolski;8565;131;2821;2;t1019
³ódzkie;zgierski;21069;480;6820;43;t1020
³ódzkie;brzeziñski;7616;92;2652;0;t1021
³ódzkie;£ódŸ;189047;3041;62167;102;t1061
