wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
kujawsko-pomorskie;sêpoleñski;10;2.44;0;0;0;24;387;63;11;51;1;t0413;2020-12-08
kujawsko-pomorskie;œwiecki;71;7.18;0;0;0;97;1019;200;72;121;7;t0414;2020-12-08
kujawsko-pomorskie;toruñski;69;6.33;1;0;1;76;1377;257;72;184;1;t0415;2020-12-08
kujawsko-pomorskie;tucholski;34;7.03;1;0;1;36;501;97;35;57;5;t0416;2020-12-08
kujawsko-pomorskie;w¹brzeski;11;3.22;1;1;0;25;279;38;13;21;4;t0417;2020-12-08
kujawsko-pomorskie;w³oc³awski;27;3.14;1;0;1;48;627;77;29;47;1;t0418;2020-12-08
kujawsko-pomorskie;¿niñski;16;2.28;2;0;2;57;593;73;17;53;3;t0419;2020-12-08
kujawsko-pomorskie;Bydgoszcz;175;5.05;8;2;6;358;2760;858;189;622;47;t0461;2020-12-08
kujawsko-pomorskie;Grudzi¹dz;91;9.67;4;1;3;84;884;226;95;122;9;t0462;2020-12-08
kujawsko-pomorskie;Toruñ;203;10.09;1;0;1;187;1637;787;206;558;23;t0463;2020-12-08
kujawsko-pomorskie;W³oc³awek;57;5.21;1;0;1;71;690;196;62;129;5;t0464;2020-12-08
lubelskie;bialski;32;2.9;8;6;2;35;594;148;34;111;3;t0601;2020-12-08
lubelskie;bi³gorajski;13;1.29;5;0;5;46;319;104;13;85;6;t0602;2020-12-08
lubelskie;che³mski;25;3.22;0;0;0;29;536;84;25;57;2;t0603;2020-12-08
lubelskie;hrubieszowski;31;4.96;1;0;1;33;369;102;31;69;2;t0604;2020-12-08
lubelskie;janowski;5;1.1;0;0;0;9;144;30;6;22;2;t0605;2020-12-08
lubelskie;krasnostawski;49;7.79;1;0;1;30;564;115;50;62;3;t0606;2020-12-08
lubelskie;kraœnicki;19;2.0;0;0;0;29;454;102;23;78;1;t0607;2020-12-08
lubelskie;lubartowski;30;3.4;2;1;1;42;598;75;33;40;2;t0608;2020-12-08
lubelskie;lubelski;52;3.33;1;0;1;64;1084;208;59;149;0;t0609;2020-12-08
lubelskie;³êczyñski;33;5.76;0;0;0;26;345;86;35;51;0;t0610;2020-12-08
lubelskie;³ukowski;21;1.97;3;0;3;20;424;85;23;62;0;t0611;2020-12-08
lubelskie;opolski;21;3.56;2;1;1;20;347;73;26;45;2;t0612;2020-12-08
lubelskie;parczewski;5;1.45;0;0;0;8;213;30;5;25;0;t0613;2020-12-08
lubelskie;pu³awski;56;4.96;4;1;3;63;645;153;60;88;5;t0614;2020-12-08
lubelskie;radzyñski;6;1.02;1;0;1;7;175;44;7;37;0;t0615;2020-12-08
lubelskie;rycki;17;3.04;0;0;0;26;331;64;18;42;4;t0616;2020-12-08
lubelskie;œwidnicki;37;5.16;0;0;0;43;667;148;43;100;5;t0617;2020-12-08
lubelskie;tomaszowski;10;1.21;0;0;0;21;324;62;13;48;1;t0618;2020-12-08
lubelskie;w³odawski;21;5.5;4;0;4;13;214;62;22;39;1;t0619;2020-12-08
lubelskie;zamojski;15;1.42;0;0;0;23;344;93;20;71;2;t0620;2020-12-08
lubelskie;Bia³a Podlaska;25;4.37;2;1;1;27;465;87;25;59;3;t0661;2020-12-08
lubelskie;Che³m;44;7.14;1;0;1;49;482;95;48;45;2;t0662;2020-12-08
lubelskie;Lublin;135;3.98;2;0;2;218;2026;609;141;462;6;t0663;2020-12-08
lubelskie;Zamoœæ;26;4.11;0;0;0;21;210;102;28;73;1;t0664;2020-12-08
lubuskie;gorzowski;25;3.47;0;0;0;35;644;97;27;69;1;t0801;2020-12-08
lubuskie;kroœnieñski;13;2.38;2;1;1;33;470;52;16;35;1;t0802;2020-12-08
lubuskie;miêdzyrzecki;45;7.84;0;0;0;37;385;112;46;63;3;t0803;2020-12-08
lubuskie;nowosolski;15;1.74;0;0;0;33;444;91;17;74;0;t0804;2020-12-08
lubuskie;s³ubicki;8;1.71;0;0;0;26;606;37;8;28;1;t0805;2020-12-08
lubuskie;strzelecko-drezdenecki;5;1.02;2;2;0;14;286;32;5;27;0;t0806;2020-12-08
lubuskie;sulêciñski;21;5.98;0;0;0;37;364;59;22;37;0;t0807;2020-12-08
lubuskie;œwiebodziñski;6;1.08;1;1;0;17;452;50;7;43;0;t0808;2020-12-08
lubuskie;zielonogórski;22;2.91;0;0;0;38;494;87;22;62;3;t0809;2020-12-08
lubuskie;¿agañski;29;3.69;2;2;0;37;589;78;31;43;4;t0810;2020-12-08
lubuskie;¿arski;30;3.13;9;0;9;53;612;130;35;89;6;t0811;2020-12-08
lubuskie;wschowski;0;0.0;0;0;0;5;176;17;0;17;0;t0812;2020-12-08
lubuskie;Gorzów Wielkopolski;78;6.32;0;0;0;70;897;217;81;134;2;t0861;2020-12-08
lubuskie;Zielona Góra;51;3.61;0;0;0;83;886;178;53;122;3;t0862;2020-12-08
³ódzkie;be³chatowski;30;2.66;0;0;0;41;493;124;32;87;5;t1001;2020-12-08
³ódzkie;kutnowski;37;3.85;0;0;0;50;660;166;44;120;2;t1002;2020-12-08
³ódzkie;³aski;8;1.61;0;0;0;12;246;45;8;37;0;t1003;2020-12-08
³ódzkie;³êczycki;26;5.25;0;0;0;39;427;93;30;59;4;t1004;2020-12-08
³ódzkie;³owicki;23;2.95;3;2;1;35;335;99;29;69;1;t1005;2020-12-08
³ódzkie;³ódzki wschodni;23;3.18;4;0;4;43;553;99;26;73;0;t1006;2020-12-08
³ódzkie;opoczyñski;4;0.53;0;0;0;7;158;47;6;41;0;t1007;2020-12-08
³ódzkie;pabianicki;70;5.87;1;0;1;57;925;220;71;145;4;t1008;2020-12-08
³ódzkie;pajêczañski;1;0.2;0;0;0;12;216;26;2;23;1;t1009;2020-12-08
³ódzkie;piotrkowski;19;2.08;1;1;0;21;358;69;22;45;2;t1010;2020-12-08
³ódzkie;poddêbicki;24;5.85;0;0;0;30;369;80;24;55;1;t1011;2020-12-08
³ódzkie;radomszczañski;20;1.78;5;0;5;35;448;92;22;70;0;t1012;2020-12-08
³ódzkie;rawski;10;2.06;0;0;0;13;301;40;10;29;1;t1013;2020-12-08
³ódzkie;sieradzki;19;1.62;0;0;0;47;732;129;21;99;9;t1014;2020-12-08
³ódzkie;skierniewicki;9;2.36;1;0;1;7;273;31;9;22;0;t1015;2020-12-08
³ódzkie;tomaszowski;54;4.65;0;0;0;49;637;258;67;177;14;t1016;2020-12-08
³ódzkie;wieluñski;4;0.53;9;1;8;19;329;53;7;45;1;t1017;2020-12-08
³ódzkie;wieruszowski;6;1.43;2;0;2;11;177;48;6;42;0;t1018;2020-12-08
³ódzkie;zduñskowolski;20;3.02;0;0;0;26;329;75;20;53;2;t1019;2020-12-08
³ódzkie;zgierski;72;4.33;3;0;3;98;1009;260;78;174;8;t1020;2020-12-08
³ódzkie;brzeziñski;3;0.97;1;1;0;8;92;33;3;30;0;t1021;2020-12-08
³ódzkie;£ódŸ;313;4.62;33;0;33;473;4681;1617;343;1236;38;t1061;2020-12-08
³ódzkie;Piotrków Trybunalski;15;2.06;0;0;0;21;330;69;16;52;1;t1062;2020-12-08
³ódzkie;Skierniewice;12;2.5;1;0;1;20;300;62;16;43;3;t1063;2020-12-08
ma³opolskie;bocheñski;19;1.78;6;1;5;17;304;159;21;135;3;t1201;2020-12-08
ma³opolskie;brzeski;9;0.97;2;0;2;13;299;99;9;90;0;t1202;2020-12-08
ma³opolskie;chrzanowski;29;2.34;2;1;1;48;434;135;29;105;1;t1203;2020-12-08
ma³opolskie;d¹browski;8;1.35;1;1;0;9;148;37;8;29;0;t1204;2020-12-08
ma³opolskie;gorlicki;16;1.47;1;1;0;24;405;123;16;100;7;t1205;2020-12-08
ma³opolskie;krakowski;77;2.75;2;2;0;93;1214;301;79;211;11;t1206;2020-12-08
ma³opolskie;limanowski;6;0.45;0;0;0;11;179;109;6;102;1;t1207;2020-12-08
ma³opolskie;miechowski;4;0.82;1;1;0;7;93;64;12;52;0;t1208;2020-12-08
ma³opolskie;myœlenicki;21;1.64;1;0;1;20;289;95;21;65;9;t1209;2020-12-08
ma³opolskie;nowos¹decki;12;0.55;0;0;0;13;294;152;15;134;3;t1210;2020-12-08
ma³opolskie;nowotarski;9;0.47;0;0;0;14;159;155;10;141;4;t1211;2020-12-08
ma³opolskie;olkuski;18;1.62;2;0;2;32;351;83;19;60;4;t1212;2020-12-08
ma³opolskie;oœwiêcimski;25;1.63;0;0;0;25;491;115;28;87;0;t1213;2020-12-08
ma³opolskie;proszowicki;2;0.46;1;0;1;9;152;23;2;18;3;t1214;2020-12-08
ma³opolskie;suski;14;1.66;0;0;0;19;356;78;14;63;1;t1215;2020-12-08
ma³opolskie;tarnowski;19;0.94;3;0;3;32;654;129;23;104;2;t1216;2020-12-08
ma³opolskie;tatrzañski;5;0.73;2;0;2;6;187;66;5;60;1;t1217;2020-12-08
ma³opolskie;wadowicki;34;2.13;2;0;2;46;571;136;34;101;1;t1218;2020-12-08
ma³opolskie;wielicki;20;1.54;2;0;2;38;418;114;22;83;9;t1219;2020-12-08
ma³opolskie;Kraków;177;2.27;9;8;1;296;2610;924;187;708;29;t1261;2020-12-08
ma³opolskie;Nowy S¹cz;21;2.51;1;1;0;6;170;206;24;172;10;t1262;2020-12-08
ma³opolskie;Tarnów;21;1.94;2;0;2;18;318;79;23;56;0;t1263;2020-12-08
mazowieckie;bia³obrzeski;3;0.9;0;0;0;6;177;14;5;9;0;t1401;2020-12-08
mazowieckie;ciechanowski;16;1.79;0;0;0;44;430;187;39;135;13;t1402;2020-12-08
mazowieckie;garwoliñski;14;1.29;0;0;0;27;344;96;18;76;2;t1403;2020-12-08
mazowieckie;gostyniñski;12;2.68;2;0;2;36;174;51;16;33;2;t1404;2020-12-08
mazowieckie;grodziski;38;3.93;1;0;1;59;1023;133;41;92;0;t1405;2020-12-08
mazowieckie;grójecki;31;3.16;2;2;0;57;1482;101;36;64;1;t1406;2020-12-08
mazowieckie;kozienicki;22;3.68;0;0;0;26;412;115;23;88;4;t1407;2020-12-08
mazowieckie;legionowski;28;2.35;0;0;0;83;722;136;31;101;4;t1408;2020-12-08
mazowieckie;lipski;0;0.0;0;0;0;8;103;16;0;16;0;t1409;2020-12-08
mazowieckie;³osicki;8;2.61;0;0;0;5;172;30;8;22;0;t1410;2020-12-08
mazowieckie;makowski;1;0.22;0;0;0;10;178;11;3;8;0;t1411;2020-12-08
mazowieckie;miñski;29;1.87;2;0;2;67;964;172;33;128;11;t1412;2020-12-08
mazowieckie;m³awski;32;4.42;0;0;0;20;475;133;48;79;6;t1413;2020-12-08
mazowieckie;nowodworski;9;1.13;1;0;1;39;451;70;10;60;0;t1414;2020-12-08
mazowieckie;ostro³êcki;13;1.47;0;0;0;19;304;74;16;53;5;t1415;2020-12-08
mazowieckie;ostrowski;34;4.72;0;0;0;33;395;91;37;54;0;t1416;2020-12-08
mazowieckie;otwocki;8;0.64;1;0;1;81;1051;112;8;103;1;t1417;2020-12-08
mazowieckie;piaseczyñski;49;2.59;1;0;1;144;1702;265;55;198;12;t1418;2020-12-08
mazowieckie;p³ocki;20;1.8;2;0;2;62;770;126;32;86;8;t1419;2020-12-08
mazowieckie;p³oñski;7;0.81;3;0;3;29;624;110;8;101;1;t1420;2020-12-08
mazowieckie;pruszkowski;77;4.63;5;0;5;120;1462;286;83;198;5;t1421;2020-12-08
mazowieckie;przasnyski;12;2.29;0;0;0;22;320;43;12;30;1;t1422;2020-12-08
mazowieckie;przysuski;5;1.21;0;0;0;4;109;22;6;16;0;t1423;2020-12-08
mazowieckie;pu³tuski;6;1.16;0;0;0;16;202;43;8;33;2;t1424;2020-12-08
mazowieckie;radomski;63;4.14;0;0;0;43;645;194;69;123;2;t1425;2020-12-08
mazowieckie;siedlecki;16;1.97;2;0;2;16;388;86;18;67;1;t1426;2020-12-08
mazowieckie;sierpecki;20;3.87;0;0;0;17;243;89;35;48;6;t1427;2020-12-08
mazowieckie;sochaczewski;22;2.59;2;0;2;47;706;99;27;71;1;t1428;2020-12-08
mazowieckie;soko³owski;3;0.56;1;0;1;6;255;35;3;31;1;t1429;2020-12-08
mazowieckie;szyd³owiecki;6;1.52;0;0;0;8;121;29;7;20;2;t1430;2020-12-08
mazowieckie;warszawski zachodni;47;3.93;0;0;0;77;1316;167;49;112;6;t1432;2020-12-08
mazowieckie;wêgrowski;12;1.83;0;0;0;29;425;50;14;33;3;t1433;2020-12-08
mazowieckie;wo³omiñski;81;3.22;4;1;3;110;1708;322;91;220;11;t1434;2020-12-08
mazowieckie;wyszkowski;30;4.04;0;0;0;27;263;80;34;46;0;t1435;2020-12-08
mazowieckie;zwoleñski;27;7.49;1;0;1;16;207;88;27;57;4;t1436;2020-12-08
mazowieckie;¿uromiñski;9;2.35;0;0;0;11;143;34;9;25;0;t1437;2020-12-08
mazowieckie;¿yrardowski;33;4.36;2;2;0;43;489;124;40;82;2;t1438;2020-12-08
mazowieckie;Ostro³êka;8;1.54;0;0;0;13;149;65;20;42;3;t1461;2020-12-08
mazowieckie;P³ock;39;3.28;3;0;3;117;655;176;47;117;12;t1462;2020-12-08
mazowieckie;Radom;81;3.85;0;0;0;79;786;355;89;263;3;t1463;2020-12-08
mazowieckie;Siedlce;23;2.94;1;0;1;23;345;132;29;102;1;t1464;2020-12-08
mazowieckie;Warszawa;506;2.82;5;0;5;1024;10508;2671;559;2056;56;t1465;2020-12-08
opolskie;brzeski;31;3.46;0;0;0;43;509;73;34;39;0;t1601;2020-12-08
opolskie;g³ubczycki;12;2.65;4;0;4;31;287;88;12;73;3;t1602;2020-12-08
opolskie;kêdzierzyñsko-kozielski;39;4.17;1;0;1;44;537;112;42;70;0;t1603;2020-12-08
opolskie;kluczborski;13;1.99;0;0;0;10;380;51;14;37;0;t1604;2020-12-08
opolskie;krapkowicki;15;2.36;2;0;2;18;474;69;17;51;1;t1605;2020-12-08
opolskie;namys³owski;6;1.41;1;0;1;18;364;40;7;30;3;t1606;2020-12-08
opolskie;nyski;19;1.4;2;0;2;56;744;99;20;78;1;t1607;2020-12-08
opolskie;oleski;7;1.09;0;0;0;17;222;53;8;44;1;t1608;2020-12-08
opolskie;opolski;28;2.26;3;0;3;47;825;154;37;113;4;t1609;2020-12-08
opolskie;prudnicki;5;0.91;1;0;1;24;200;31;6;25;0;t1610;2020-12-08
opolskie;strzelecki;22;2.97;2;0;2;40;537;81;24;55;2;t1611;2020-12-08
opolskie;Opole;29;2.27;3;0;3;70;1061;204;32;170;2;t1661;2020-12-08
podkarpackie;bieszczadzki;3;1.39;1;1;0;5;48;22;4;18;0;t1801;2020-12-08
podkarpackie;brzozowski;6;0.92;2;2;0;16;128;73;7;66;0;t1802;2020-12-08
podkarpackie;dêbicki;5;0.37;2;0;2;20;251;65;9;56;0;t1803;2020-12-08
podkarpackie;jaros³awski;16;1.33;0;0;0;17;379;89;19;68;2;t1804;2020-12-08
podkarpackie;jasielski;9;0.79;5;0;5;18;229;103;11;92;0;t1805;2020-12-08
podkarpackie;kolbuszowski;8;1.29;0;0;0;10;126;51;9;42;0;t1806;2020-12-08
podkarpackie;kroœnieñski;7;0.62;4;0;4;20;199;57;9;47;1;t1807;2020-12-08
podkarpackie;le¿ajski;5;0.72;0;0;0;16;135;49;8;40;1;t1808;2020-12-08
podkarpackie;lubaczowski;11;2.0;2;0;2;11;412;57;14;43;0;t1809;2020-12-08
podkarpackie;³añcucki;17;2.1;1;0;1;30;350;88;22;64;2;t1810;2020-12-08
podkarpackie;mielecki;9;0.66;0;0;0;22;420;94;17;77;0;t1811;2020-12-08
podkarpackie;ni¿añski;4;0.6;3;0;3;14;302;30;5;25;0;t1812;2020-12-08
podkarpackie;przemyski;5;0.68;0;0;0;15;425;60;7;52;1;t1813;2020-12-08
podkarpackie;przeworski;8;1.02;1;0;1;4;178;49;8;41;0;t1814;2020-12-08
podkarpackie;ropczycko-sêdziszowski;4;0.54;1;1;0;7;107;43;6;37;0;t1815;2020-12-08
podkarpackie;rzeszowski;29;1.71;1;0;1;39;637;173;33;138;2;t1816;2020-12-08
podkarpackie;sanocki;4;0.42;4;0;4;7;176;83;4;78;1;t1817;2020-12-08
podkarpackie;stalowowolski;12;1.13;1;0;1;34;474;65;16;49;0;t1818;2020-12-08
podkarpackie;strzy¿owski;10;1.63;2;2;0;14;214;47;10;36;1;t1819;2020-12-08
podkarpackie;tarnobrzeski;4;0.76;0;0;0;2;228;52;7;45;0;t1820;2020-12-08
podkarpackie;leski;1;0.38;0;0;0;6;79;18;2;16;0;t1821;2020-12-08
podkarpackie;Krosno;5;1.08;0;0;0;10;76;38;5;33;0;t1861;2020-12-08
podkarpackie;Przemyœl;11;1.82;1;0;1;12;198;57;11;46;0;t1862;2020-12-08
podkarpackie;Rzeszów;48;2.44;2;1;1;58;631;252;53;195;4;t1863;2020-12-08
podkarpackie;Tarnobrzeg;13;2.79;0;0;0;14;180;74;21;53;0;t1864;2020-12-08
podlaskie;augustowski;29;5.01;3;3;0;12;325;61;31;29;1;t2001;2020-12-08
podlaskie;bia³ostocki;51;3.39;0;0;0;77;793;201;51;148;2;t2002;2020-12-08
podlaskie;bielski;15;2.77;1;1;0;30;308;48;15;33;0;t2003;2020-12-08
podlaskie;grajewski;2;0.43;1;1;0;12;193;27;2;25;0;t2004;2020-12-08
podlaskie;hajnowski;19;4.49;1;0;1;15;206;48;19;29;0;t2005;2020-12-08
podlaskie;kolneñski;5;1.32;1;0;1;9;106;24;6;18;0;t2006;2020-12-08
podlaskie;³om¿yñski;10;1.96;0;0;0;13;302;25;10;15;0;t2007;2020-12-08
podlaskie;moniecki;5;1.24;1;1;0;13;139;32;7;25;0;t2008;2020-12-08
podlaskie;sejneñski;5;2.52;1;1;0;2;121;15;5;10;0;t2009;2020-12-08
podlaskie;siemiatycki;10;2.28;0;0;0;8;202;28;11;16;1;t2010;2020-12-08
podlaskie;sokólski;32;4.83;0;0;0;38;362;64;33;30;1;t2011;2020-12-08
podlaskie;suwalski;9;2.53;1;1;0;12;202;16;10;6;0;t2012;2020-12-08
podlaskie;wysokomazowiecki;18;3.18;0;0;0;8;296;57;20;34;3;t2013;2020-12-08
podlaskie;zambrowski;8;1.84;0;0;0;18;183;56;9;47;0;t2014;2020-12-08
podlaskie;Bia³ystok;105;3.53;1;1;0;149;1517;415;117;292;6;t2061;2020-12-08
podlaskie;£om¿a;31;4.94;1;1;0;30;287;69;32;36;1;t2062;2020-12-08
podlaskie;Suwa³ki;6;0.86;0;0;0;37;448;34;8;25;1;t2063;2020-12-08
pomorskie;bytowski;20;2.53;3;0;3;33;475;99;20;76;3;t2201;2020-12-08
pomorskie;chojnicki;16;1.64;2;0;2;33;527;86;17;65;4;t2202;2020-12-08
pomorskie;cz³uchowski;32;5.72;1;1;0;34;440;93;39;50;4;t2203;2020-12-08
pomorskie;gdañski;56;4.69;2;0;2;75;1191;168;58;101;9;t2204;2020-12-08
pomorskie;kartuski;33;2.34;3;0;3;57;1049;144;34;104;6;t2205;2020-12-08
pomorskie;koœcierski;8;1.1;0;0;0;14;535;64;9;53;2;t2206;2020-12-08
pomorskie;kwidzyñski;46;5.54;1;0;1;44;535;208;50;151;7;t2207;2020-12-08
pomorskie;lêborski;28;4.24;1;0;1;24;309;110;29;70;11;t2208;2020-12-08
pomorskie;malborski;45;7.1;2;1;1;35;531;139;46;86;7;t2209;2020-12-08
pomorskie;nowodworski;25;7.05;0;0;0;31;327;51;27;23;1;t2210;2020-12-08
pomorskie;pucki;28;3.21;3;0;3;39;644;103;28;73;2;t2211;2020-12-08
pomorskie;s³upski;40;4.05;0;0;0;79;905;161;45;114;2;t2212;2020-12-08
pomorskie;starogardzki;47;3.66;0;0;0;61;709;119;52;61;6;t2213;2020-12-08
pomorskie;tczewski;74;6.4;3;0;3;100;967;192;74;103;15;t2214;2020-12-08
pomorskie;wejherowski;83;3.79;5;2;3;164;1584;255;89;154;12;t2215;2020-12-08
pomorskie;sztumski;10;2.43;0;0;0;21;444;69;12;56;1;t2216;2020-12-08
pomorskie;Gdañsk;186;3.94;5;1;4;309;3403;706;198;477;31;t2261;2020-12-08
pomorskie;Gdynia;106;4.31;1;0;1;154;1586;462;117;326;19;t2262;2020-12-08
pomorskie;S³upsk;43;4.76;0;0;0;70;814;202;49;152;1;t2263;2020-12-08
pomorskie;Sopot;10;2.81;1;1;0;21;215;42;10;31;1;t2264;2020-12-08
œl¹skie;bêdziñski;47;3.18;1;0;1;77;741;184;49;133;2;t2401;2020-12-08
œl¹skie;bielski;53;3.19;0;0;0;72;1030;241;56;179;6;t2402;2020-12-08
œl¹skie;cieszyñski;54;3.03;1;0;1;32;797;238;59;164;15;t2403;2020-12-08
œl¹skie;czêstochowski;29;2.16;4;0;4;41;479;113;30;82;1;t2404;2020-12-08
œl¹skie;gliwicki;61;5.28;0;0;0;57;737;237;66;166;5;t2405;2020-12-08
œl¹skie;k³obucki;31;3.67;0;0;0;29;392;106;34;69;3;t2406;2020-12-08
œl¹skie;lubliniecki;19;2.49;1;0;1;22;334;83;22;58;3;t2407;2020-12-08
œl¹skie;miko³owski;36;3.63;1;0;1;50;549;108;39;69;0;t2408;2020-12-08
œl¹skie;myszkowski;23;3.25;0;0;0;36;348;77;25;52;0;t2409;2020-12-08
œl¹skie;pszczyñski;22;1.97;0;0;0;41;504;90;23;65;2;t2410;2020-12-08
œl¹skie;raciborski;28;2.59;3;0;3;36;500;126;34;89;3;t2411;2020-12-08
œl¹skie;rybnicki;20;2.56;0;0;0;29;370;75;23;51;1;t2412;2020-12-08
œl¹skie;tarnogórski;53;3.76;4;0;4;52;730;179;53;121;5;t2413;2020-12-08
œl¹skie;bieruñsko-lêdziñski;17;2.84;1;0;1;16;307;61;17;44;0;t2414;2020-12-08
œl¹skie;wodzis³awski;58;3.7;4;0;4;42;607;217;68;142;7;t2415;2020-12-08
œl¹skie;zawierciañski;23;1.96;1;0;1;30;456;136;27;105;4;t2416;2020-12-08
œl¹skie;¿ywiecki;44;2.89;0;0;0;44;700;165;47;115;3;t2417;2020-12-08
œl¹skie;Bielsko-Bia³a;79;4.64;1;0;1;60;849;301;85;208;8;t2461;2020-12-08
œl¹skie;Bytom;47;2.86;4;0;4;67;574;191;48;138;5;t2462;2020-12-08
œl¹skie;Chorzów;39;3.63;0;0;0;46;443;131;41;89;1;t2463;2020-12-08
